credit_policy,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid,purpose_all_other,purpose_debt_consolidation,purpose_educational,purpose_credit_card,purpose_major_purchase,purpose_home_improvement,purpose_small_business
1,0.0774,156.10,11.2898,0.54,797,6000.00,429,0.60,0,0,0,0,0,0,0,0,0,1,0
1,0.1183,662.68,10.9151,13.13,742,5789.96,20357,59.20,0,0,0,0,0,1,0,0,0,0,0
1,0.0894,397.15,10.3417,14.94,762,6149.96,16495,30.90,1,0,0,0,0,0,0,1,0,0,0
1,0.1322,81.13,10.7717,20.67,682,3420.00,19888,94.70,1,0,0,0,1,0,0,0,0,0,0
1,0.1531,400.38,10.4487,20.35,667,1860.00,11438,61.50,3,0,0,0,0,1,0,0,0,0,0
1,0.1218,366.30,10.6213,21.69,707,2549.96,11129,73.20,1,0,0,0,0,1,0,0,0,0,0
1,0.1218,333.00,11.1273,5.36,712,5280.00,35121,35.50,3,0,0,0,0,0,0,0,1,0,0
1,0.1253,401.60,10.8493,9.27,742,6960.00,9087,30.80,0,0,0,0,0,1,0,0,0,0,0
1,0.1600,316.42,11.3864,5.32,697,1574.00,5273,43.60,0,0,1,0,0,1,0,0,0,0,0
1,0.1565,131.20,9.9523,18.91,697,1170.00,13881,90.70,0,0,0,0,0,0,0,1,0,0,0
1,0.1287,215.26,10.3090,20.12,692,2340.00,6978,78.40,1,0,0,0,0,1,0,0,0,0,0
1,0.0740,186.36,10.4743,0.85,782,4800.00,2772,11.10,0,0,0,0,0,1,0,0,0,0,0
1,0.1496,173.23,11.6639,12.71,677,5789.96,32549,95.50,0,0,0,0,0,1,0,0,0,0,0
1,0.1114,196.83,13.7102,1.70,722,4112.00,6530,23.30,2,0,0,0,0,0,0,0,1,0,0
1,0.1287,117.72,11.2118,9.34,697,3030.00,30703,84.10,2,0,0,0,1,0,0,0,0,0,0
1,0.1148,32.97,10.4913,1.03,742,2220.00,2287,15.80,0,0,0,0,1,0,0,0,0,0,0
1,0.1322,676.02,11.0186,9.68,712,6119.96,1284,6.30,3,0,1,0,1,0,0,0,0,0,0
1,0.1496,216.54,10.2969,20.69,662,4110.00,18270,75.80,0,0,0,0,0,1,0,0,0,0,0
1,0.1253,174.03,10.1659,21.00,692,4080.00,7839,37.70,2,0,0,0,0,1,0,0,0,0,0
1,0.1600,703.15,11.9829,5.31,717,5970.00,57602,80.00,0,0,0,0,0,0,0,0,0,0,1
1,0.1531,330.75,10.4913,21.87,667,1500.00,7306,73.10,2,0,0,1,0,1,0,0,0,0,0
1,0.0740,124.24,10.8198,5.23,787,4500.00,4071,11.80,0,0,0,0,0,1,0,0,0,0,0
1,0.1218,333.00,11.0349,10.88,717,2443.96,6238,74.30,0,0,0,0,0,1,0,0,0,0,0
1,0.1218,582.75,10.7790,12.70,717,7080.00,31376,45.70,1,1,0,0,0,0,0,0,0,1,0
1,0.1461,155.14,10.8198,19.78,737,2459.96,7114,9.20,2,0,0,0,0,1,0,0,0,0,0
1,0.1843,836.51,11.8130,6.73,687,5819.96,17606,37.90,3,1,0,0,0,0,0,0,0,0,1
1,0.1253,259.37,10.0803,3.27,757,4319.96,1709,94.90,3,0,0,1,0,0,0,1,0,0,0
1,0.1531,870.39,11.8636,7.31,747,5850.00,7424,17.10,0,0,0,0,0,0,0,0,0,0,1
1,0.1287,269.07,11.3386,6.19,727,5142.00,685,85.60,0,0,0,1,0,0,0,1,0,0,0
1,0.0894,190.63,10.6454,21.20,727,6059.96,8706,32.60,2,0,1,0,0,0,0,1,0,0,0
1,0.0740,77.65,10.8780,14.90,767,6059.96,23331,58.50,1,0,0,0,1,0,0,0,0,0,0
1,0.1183,662.68,10.7679,6.77,812,3656.00,879,4.30,0,0,0,0,0,0,0,0,1,0,0
1,0.0740,37.28,11.0021,6.80,762,7982.96,37459,6.50,2,0,0,0,0,0,0,0,1,0,0
1,0.0859,94.84,10.5584,5.61,727,2310.00,2610,39.00,1,0,0,0,0,0,0,0,0,1,0
1,0.0859,316.11,10.4913,3.47,767,4150.04,9389,22.20,0,0,0,0,0,1,0,0,0,0,0
1,0.0774,187.32,10.6690,23.22,762,8099.00,11413,22.70,1,0,0,0,0,1,0,0,0,0,0
1,0.1218,266.40,9.5104,1.24,747,2549.96,707,35.30,0,0,0,0,0,0,0,0,1,0,0
1,0.1287,168.17,10.8743,16.57,682,3644.96,1465,63.70,1,0,0,1,0,0,0,0,0,1,0
1,0.1392,392.58,11.0821,14.88,682,3390.00,10104,80.80,1,0,0,0,0,0,0,1,0,0,0
1,0.1253,281.12,11.8494,8.36,697,9389.96,7479,27.80,2,0,0,0,0,0,0,1,0,0,0
1,0.0788,312.81,10.8590,9.09,762,5791.04,7386,33.90,0,0,0,0,1,0,0,0,0,0,0
1,0.1287,235.44,11.5327,18.69,687,7980.00,22845,69.40,3,0,0,0,1,0,0,0,0,0,0
1,0.1287,403.60,10.8277,16.07,697,3629.96,19137,42.50,0,0,0,0,0,0,0,1,0,0,0
1,0.1461,110.33,11.2516,16.44,662,4709.96,5843,72.10,1,1,0,0,0,1,0,0,0,0,0
1,0.0894,274.83,10.3090,11.80,767,7080.00,3590,30.70,0,0,0,0,0,0,0,1,0,0,0
1,0.1148,692.34,10.9607,10.53,757,5190.00,4800,25.90,0,0,0,0,1,0,0,0,0,0,0
1,0.0894,324.07,11.3504,0.00,757,3910.96,6473,11.60,3,0,0,0,1,0,0,0,0,0,0
1,0.1426,411.67,11.0021,16.28,702,5550.00,26331,96.90,0,0,0,0,0,0,0,1,0,0,0
1,0.1114,328.04,10.8182,19.31,722,3241.96,6648,47.10,0,0,0,0,0,0,0,1,0,0,0
1,0.1600,852.57,11.6952,18.08,757,4019.96,12067,20.70,0,0,0,1,0,1,0,0,0,0,0
1,0.1287,215.26,11.1673,11.09,687,6660.00,12267,40.00,3,0,1,1,0,0,0,0,1,0,0
1,0.1183,828.35,11.2252,8.74,807,5280.00,0,0.00,3,0,0,0,0,1,0,0,0,0,0
1,0.1114,360.84,11.5363,1.54,757,4259.96,14617,32.00,0,0,0,0,1,0,0,0,0,0,0
1,0.1218,333.00,10.7790,10.68,707,5730.00,3486,51.30,2,0,0,0,1,0,0,0,0,0,0
1,0.1600,703.15,10.8590,0.60,682,2640.04,1742,7.90,0,0,0,1,1,0,0,0,0,0,0
1,0.1148,65.94,10.8198,12.03,712,4170.00,4005,58.19,1,0,0,0,1,0,0,0,0,0,0
1,0.1357,509.53,10.7032,4.88,717,4589.96,6588,79.40,1,0,0,0,1,0,0,0,0,0,0
1,0.1114,393.65,10.5966,16.71,752,5557.04,12746,52.50,2,0,0,0,0,1,0,0,0,0,0
1,0.1218,333.00,10.5966,16.14,707,2947.04,10006,68.50,0,0,0,0,0,1,0,0,0,0,0
1,0.0894,203.34,10.7277,0.26,782,5399.96,0,0.00,3,0,0,0,1,0,0,0,0,0,0
1,0.1218,532.80,10.6919,17.40,717,6390.00,17070,24.70,0,0,0,0,0,1,0,0,0,0,0
1,0.1322,338.01,11.6082,9.86,687,5880.00,12919,54.30,1,0,0,0,0,0,0,0,1,0,0
1,0.1531,146.23,10.3090,9.80,667,1860.00,5256,93.90,0,0,0,1,1,0,0,0,0,0,0
1,0.0859,205.47,10.3735,5.85,732,5910.04,2400,12.80,3,0,1,0,1,0,0,0,0,0,0
1,0.1183,198.81,10.9511,14.77,722,5280.00,9107,93.90,0,0,0,0,1,0,0,0,0,0,0
1,0.0859,292.40,11.0974,14.16,747,5009.96,17411,27.70,3,0,0,0,0,1,0,0,0,0,0
1,0.1461,137.91,10.5713,10.68,722,1260.00,1942,48.50,0,0,0,0,1,0,0,0,0,0,0
1,0.1287,815.61,12.0362,13.70,722,5280.04,44889,73.60,0,0,0,0,1,0,0,0,0,0,0
1,0.1357,339.69,10.8198,15.53,702,9089.96,8006,90.00,2,0,0,0,0,1,0,0,0,0,0
1,0.0894,98.50,10.7790,21.75,717,6175.00,15354,47.80,3,0,0,0,0,1,0,0,0,0,0
1,0.0894,158.86,10.2390,6.13,742,4110.00,6479,36.20,1,1,0,0,0,1,0,0,0,0,0
1,0.1253,401.60,10.9151,15.40,702,3540.00,18700,69.30,1,0,0,0,0,1,0,0,0,0,0
1,0.0894,254.18,11.6475,11.87,742,7050.00,53066,53.90,2,0,0,0,0,0,0,1,0,0,0
1,0.0740,62.12,11.2898,3.92,752,6660.00,13482,48.10,0,0,0,0,1,0,0,0,0,0,0
1,0.1114,590.47,11.6307,0.99,772,4574.04,0,0.00,0,0,0,0,1,0,0,0,0,0,0
1,0.1218,166.50,10.6897,8.67,692,3239.96,11797,68.20,0,0,0,1,1,0,0,0,0,0,0
1,0.1809,506.74,10.3482,11.73,662,1140.00,15767,93.10,1,0,0,0,0,1,0,0,0,0,0
1,0.1531,208.90,10.7232,14.70,682,3060.04,6474,93.80,1,0,0,0,0,1,0,0,0,0,0
1,0.1392,273.10,11.0021,6.42,677,5789.96,12897,47.80,0,3,0,0,0,1,0,0,0,0,0
1,0.0894,317.72,10.4733,12.52,812,6419.96,2600,12.30,0,0,0,0,0,0,0,0,0,1,0
1,0.0740,124.24,11.7981,1.72,772,9990.04,10583,16.90,2,0,0,0,0,0,0,0,0,1,0
1,0.1600,527.36,11.0821,5.72,677,1440.00,10472,51.10,1,0,0,0,0,1,0,0,0,0,0
1,0.1148,824.22,11.0509,10.17,802,4058.04,2148,7.70,1,0,0,0,0,0,0,0,0,1,0
1,0.1062,423.28,10.7144,23.55,722,3874.04,24931,57.60,1,0,0,0,0,1,0,0,0,0,0
1,0.1253,510.37,10.4940,20.78,707,7740.04,22376,47.90,1,1,0,0,0,1,0,0,0,0,0
1,0.1183,165.67,11.3504,20.57,717,4980.00,5147,51.50,1,0,0,0,1,0,0,0,0,0,0
1,0.1600,168.76,11.4927,6.06,662,5010.00,72289,97.20,0,0,0,0,0,1,0,0,0,0,0
1,0.1322,507.01,10.4631,17.93,697,4320.00,12361,57.20,0,0,0,0,0,1,0,0,0,0,0
1,0.0859,300.30,10.4913,20.70,757,3330.04,9324,32.20,0,0,0,0,0,1,0,0,0,0,0
1,0.0859,309.78,11.0021,14.46,792,4110.04,6,0.00,0,0,0,0,0,0,0,0,1,0,0
1,0.0859,316.11,11.4186,2.94,752,4890.04,10373,28.70,0,0,0,0,0,0,0,0,0,1,0
1,0.0894,222.41,10.8967,23.44,732,5310.04,16405,66.10,2,0,0,0,0,0,0,1,0,0,0
1,0.1253,284.47,10.7996,19.06,712,2670.04,2280,53.00,2,0,0,0,0,1,0,0,0,0,0
1,0.0859,316.11,10.8780,15.31,752,14580.00,28289,49.10,1,0,0,0,0,0,0,0,1,0,0
1,0.1392,51.21,10.8967,20.70,672,2400.04,1449,90.60,1,0,0,1,0,1,0,0,0,0,0
1,0.1148,197.82,10.8198,1.87,717,13110.00,4133,14.00,0,0,0,0,0,1,0,0,0,0,0
1,0.0859,316.11,11.2898,6.52,802,5460.00,2010,2.10,1,0,0,0,1,0,0,0,0,0,0
1,0.1218,532.80,11.6952,21.58,722,7050.04,85896,70.90,0,0,0,0,0,0,0,1,0,0,0
1,0.1322,540.81,11.3964,5.66,732,5160.04,6847,75.20,3,0,0,0,0,1,0,0,0,0,0
1,0.1114,164.02,10.8198,5.88,717,5280.04,5305,16.80,3,0,1,0,0,0,0,1,0,0,0
1,0.1392,238.96,11.0509,10.55,747,3251.00,3969,17.60,3,0,0,0,0,0,0,0,0,0,1
1,0.1148,494.53,11.2898,14.31,737,7170.00,38142,45.70,0,0,0,0,0,0,0,1,0,0,0
1,0.0859,102.74,8.6995,6.00,732,2157.00,1215,32.80,1,0,0,1,0,1,0,0,0,0,0
1,0.1496,866.13,11.6263,19.09,707,4860.04,79746,78.40,0,0,0,0,0,1,0,0,0,0,0
1,0.1253,117.14,10.2751,6.91,692,1710.00,4613,32.30,3,0,0,0,1,0,0,0,0,0,0
1,0.0740,155.30,10.8198,17.93,772,9420.00,16685,47.50,0,0,0,0,0,1,0,0,0,0,0
1,0.1426,171.53,11.4076,15.60,727,7560.00,28532,99.40,1,0,0,0,0,1,0,0,0,0,0
1,0.0894,158.86,10.9613,14.33,727,7020.04,2530,5.20,0,1,0,1,0,1,0,0,0,0,0
1,0.2121,746.24,11.7361,19.87,662,7920.00,90063,79.60,1,0,0,1,0,1,0,0,0,0,0
1,0.1426,343.06,11.4404,4.27,677,5070.00,4848,56.40,3,0,0,0,0,1,0,0,0,0,0
1,0.0774,187.32,10.5966,11.58,762,3720.04,1940,12.50,0,0,0,0,0,1,0,0,0,0,0
1,0.0894,155.69,11.5806,10.65,727,3330.04,26192,54.50,0,0,0,0,0,1,0,0,0,0,0
1,0.1600,815.66,11.2252,0.56,752,5520.04,2018,34.80,2,0,0,0,0,0,0,0,0,0,1
1,0.0774,218.54,11.1563,12.32,752,3270.00,3233,10.40,3,0,0,0,0,0,1,0,0,0,0
1,0.1531,334.23,11.1676,21.31,672,4023.00,34009,90.70,0,0,0,0,1,0,0,0,0,0,0
1,0.1565,874.66,10.9038,9.84,687,5487.00,5734,36.50,0,0,0,0,0,1,0,0,0,0,0
1,0.0894,158.86,10.8780,24.34,732,4290.00,25295,62.50,2,0,0,0,0,1,0,0,0,0,0
1,0.1183,99.41,9.7642,20.34,732,1920.04,228,9.90,1,0,0,1,1,0,0,0,0,0,0
1,0.1148,32.97,10.1346,11.57,702,5760.00,7569,74.20,2,0,0,1,1,0,0,0,0,0,0
1,0.1218,832.50,12.2061,6.28,737,3690.04,15169,35.00,0,0,0,1,0,1,0,0,0,0,0
1,0.0859,237.08,11.0349,0.00,782,3960.00,0,0.00,1,0,0,0,0,0,1,0,0,0,0
1,0.1461,620.56,10.9331,12.73,682,3150.00,32820,88.50,0,0,0,0,0,1,0,0,0,0,0
1,0.1148,49.46,10.4043,23.67,757,1800.00,280,16.50,0,0,0,0,0,0,0,0,0,1,0
1,0.1183,165.67,11.4721,23.75,702,7530.04,66179,40.60,1,0,0,0,0,0,0,1,0,0,0
1,0.1496,164.57,10.1628,22.36,662,2850.00,275,3.20,3,1,0,1,1,0,0,0,0,0,0
1,0.1635,176.65,11.0021,3.16,667,2880.00,0,0.00,1,0,0,1,1,0,0,0,0,0,0
1,0.0894,317.72,11.2341,5.58,762,2430.00,66,0.50,3,0,0,0,0,0,0,0,0,1,0
1,0.0894,476.58,11.2252,5.55,777,6840.00,1892,5.30,2,0,0,0,0,0,0,1,0,0,0
1,0.1392,546.20,11.3975,16.51,692,5790.00,10852,60.90,0,5,0,0,0,0,0,1,0,0,0
1,0.0859,158.06,11.4076,12.59,742,8040.00,3945,17.60,1,1,0,1,0,0,0,0,1,0,0
1,0.1253,368.13,11.3096,5.12,727,1410.00,358,7.50,2,0,0,0,1,0,0,0,0,0,0
1,0.0774,249.75,11.3504,7.06,777,4440.04,5037,16.70,3,0,0,0,1,0,0,0,0,0,0
1,0.1531,313.34,10.7028,6.74,662,3510.00,3094,60.70,0,0,0,0,0,1,0,0,0,0,0
1,0.0859,31.62,11.2252,2.42,752,5970.04,5698,52.90,3,0,0,1,1,0,0,0,0,0,0
1,0.1461,41.38,10.5966,16.35,662,1800.00,7774,55.90,0,0,1,0,1,0,0,0,0,0,0
1,0.1392,204.83,10.2400,15.64,672,3630.00,11206,71.80,0,0,0,0,0,1,0,0,0,0,0
1,0.1148,329.69,10.4913,0.50,777,2460.00,523,7.00,0,0,0,0,1,0,0,0,0,0,0
1,0.1183,331.34,10.1266,12.96,742,1350.00,5787,13.80,0,0,0,0,0,1,0,0,0,0,0
1,0.1531,452.60,10.6454,21.51,672,2760.04,12425,55.60,0,0,0,0,1,0,0,0,0,0,0
1,0.1148,346.17,10.9682,6.23,742,3030.04,10044,63.60,1,0,0,0,0,1,0,0,0,0,0
1,0.1287,403.60,10.7937,21.06,692,3665.04,12668,79.70,2,0,0,0,0,1,0,0,0,0,0
1,0.1600,562.52,10.7790,20.60,662,4110.04,10441,50.70,2,2,0,1,0,0,0,1,0,0,0
1,0.1218,616.05,11.5899,2.38,722,2280.04,120,0.80,1,0,0,0,0,1,0,0,0,0,0
1,0.1496,277.16,10.5453,10.33,667,2235.04,5124,35.30,1,2,0,0,0,1,0,0,0,0,0
1,0.1322,730.10,12.6540,10.49,717,7050.04,100109,90.40,2,0,0,0,0,1,0,0,0,0,0
1,0.1392,286.75,10.4127,18.48,682,2161.00,7452,73.80,0,0,0,0,0,1,0,0,0,0,0
1,0.1878,91.37,11.0821,2.79,662,3720.04,2601,40.60,2,1,1,0,0,0,0,0,0,0,1
1,0.1287,538.14,10.9151,17.93,717,4110.04,24953,94.50,0,0,0,0,0,1,0,0,0,0,0
1,0.0859,316.11,11.5129,0.22,792,8880.04,1800,3.80,1,0,0,0,0,1,0,0,0,0,0
1,0.1496,658.26,10.7869,17.34,687,3540.00,23533,46.30,2,0,0,0,0,1,0,0,0,0,0
1,0.1565,237.91,10.8590,22.71,662,1620.04,8159,55.40,2,0,0,0,0,1,0,0,0,0,0
1,0.1461,275.81,11.0186,12.59,667,2280.04,15183,70.30,1,0,1,1,1,0,0,0,0,0,0
1,0.1183,119.29,10.4631,13.92,712,1770.00,800,15.10,0,0,0,0,1,0,0,0,0,0,0
1,0.1218,832.50,11.5617,8.21,762,5643.04,2290,0.70,0,0,0,0,0,0,0,0,1,0,0
1,0.1357,67.94,9.9988,19.25,707,1110.04,1527,22.50,0,0,0,0,1,0,0,0,0,0,0
1,0.1287,201.80,9.5932,5.81,682,8550.04,2269,25.20,2,1,0,0,1,0,0,0,0,0,0
1,0.1670,514.77,10.2681,7.54,677,1230.04,5465,80.40,2,0,0,1,1,0,0,0,0,0,0
1,0.1357,314.21,10.2681,19.26,702,1802.00,0,0.00,2,0,0,0,1,0,0,0,0,0,0
1,0.1426,168.10,10.1991,23.75,722,5070.00,17998,99.40,1,0,0,0,0,1,0,0,0,0,0
1,0.0859,316.11,11.1563,4.15,782,8520.04,8825,17.90,3,0,0,0,0,1,0,0,0,0,0
1,0.1287,336.34,10.7144,17.89,697,2970.04,11585,49.10,0,0,0,0,0,1,0,0,0,0,0
1,0.1426,68.62,11.0021,6.54,732,5226.04,50082,0.00,0,1,0,0,0,0,0,0,0,0,1
1,0.1531,278.53,11.0186,0.49,677,3030.04,858,66.00,2,0,0,1,0,1,0,0,0,0,0
1,0.1357,169.85,10.4223,10.71,677,5190.04,179,44.70,2,1,0,0,0,1,0,0,0,0,0
1,0.1565,524.80,11.9829,3.41,687,2490.00,65872,59.00,2,0,0,1,0,1,0,0,0,0,0
1,0.1565,524.80,11.3001,9.47,677,7440.04,0,0.00,0,0,0,0,0,0,0,0,0,1,0
1,0.1322,202.81,10.7144,15.36,682,3870.00,6026,80.90,1,0,0,1,0,1,0,0,0,0,0
1,0.0894,381.26,10.8198,6.00,752,2760.04,10457,16.10,0,0,0,0,0,0,0,0,1,0,0
1,0.0894,301.04,10.2036,7.07,752,3840.04,7866,44.70,0,0,0,0,0,1,0,0,0,0,0
1,0.1218,666.00,11.0821,15.10,722,5760.00,9263,48.00,1,0,1,0,0,1,0,0,0,0,0
1,0.1739,143.39,11.3851,23.81,662,4800.04,44991,99.80,0,0,0,0,0,0,0,1,0,0,0
1,0.1565,559.78,10.8909,12.94,677,4560.04,10728,91.70,2,1,1,0,0,1,0,0,0,0,0
1,0.1253,317.93,10.9508,10.78,702,3600.00,8300,38.80,0,0,0,0,0,1,0,0,0,0,0
1,0.1218,765.90,11.6263,14.96,737,6001.04,25274,39.50,0,0,0,0,0,1,0,0,0,0,0
1,0.1114,341.16,10.6454,9.20,732,3330.04,12747,29.80,1,0,0,0,0,1,0,0,0,0,0
1,0.1183,198.81,12.2061,15.10,702,2730.04,22003,36.90,3,0,0,0,0,0,0,0,0,1,0
1,0.1114,442.85,10.7899,17.48,742,10590.00,13844,50.30,3,0,0,0,1,0,0,0,0,0,0
1,0.1253,66.94,10.3735,9.04,687,1740.00,10186,50.70,0,0,0,1,1,0,0,0,0,0,0
1,0.1218,632.70,10.5941,13.71,737,3510.00,19697,59.00,0,0,0,0,0,1,0,0,0,0,0
1,0.0774,218.54,10.1659,4.29,772,4770.04,0,0.00,0,0,0,0,1,0,0,0,0,0,0
1,0.1148,328.87,10.0920,15.60,727,8431.04,21052,85.20,0,0,0,0,0,1,0,0,0,0,0
1,0.1496,242.52,11.9184,0.24,682,3738.04,633,42.20,1,0,0,0,1,0,0,0,0,0,0
1,0.1426,686.12,11.6952,20.09,692,8790.04,57803,81.90,1,0,0,0,0,0,1,0,0,0,0
1,0.0894,190.63,10.1346,20.10,752,4087.04,17953,72.40,0,0,0,0,0,0,0,1,0,0,0
1,0.1461,448.18,10.5866,21.39,677,2430.00,14021,71.90,0,0,0,0,0,1,0,0,0,0,0
1,0.1461,620.56,11.8130,8.04,767,5026.00,3884,12.80,2,0,0,0,0,0,0,0,0,0,1
1,0.0859,221.28,10.9331,9.11,762,5190.04,977,2.70,1,0,0,0,0,1,0,0,0,0,0
1,0.1357,203.82,11.0021,13.28,682,1710.00,679,7.40,3,1,0,0,0,0,0,0,1,0,0
1,0.0751,186.66,10.9151,22.28,737,3607.00,14217,20.20,2,0,0,0,0,1,0,0,0,0,0
1,0.1426,377.37,10.7574,22.84,677,5250.04,16665,60.60,1,0,0,0,0,1,0,0,0,0,0
1,0.1322,84.51,10.3521,14.56,727,8160.04,17806,99.40,0,0,0,1,0,1,0,0,0,0,0
1,0.1461,189.62,11.3737,8.06,667,5460.00,30209,79.30,2,0,0,0,0,1,0,0,0,0,0
1,0.1322,270.41,10.8590,8.58,697,3750.04,9017,39.60,1,0,0,0,0,1,0,0,0,0,0
1,0.0894,413.03,11.0021,24.12,757,5370.00,17278,40.00,0,0,0,0,0,1,0,0,0,0,0
1,0.0740,49.70,10.4133,3.46,752,3330.04,2201,5.00,2,0,0,0,1,0,0,0,0,0,0
1,0.1148,164.85,10.3090,9.92,747,15692.00,452,90.40,0,0,0,1,1,0,0,0,0,0,0
1,0.1218,333.00,11.3504,0.52,712,5011.00,239,5.30,1,2,0,0,0,0,0,0,0,1,0
1,0.1114,229.63,10.5584,1.53,772,1500.04,777,4.80,0,0,0,0,0,0,1,0,0,0,0
1,0.1565,587.77,11.2898,23.65,672,1890.00,19333,61.20,2,0,0,0,0,1,0,0,0,0,0
1,0.1183,397.61,10.3090,15.16,722,4472.04,4893,58.20,0,0,1,0,0,1,0,0,0,0,0
1,0.0705,92.70,10.7144,7.44,772,4740.00,13440,38.60,1,0,0,0,0,1,0,0,0,0,0
1,0.1218,666.00,11.2252,6.96,732,8703.00,11522,46.10,0,1,0,0,0,1,0,0,0,0,0
1,0.1565,349.87,11.3206,22.23,662,6960.04,35876,80.80,1,0,0,0,0,1,0,0,0,0,0
1,0.1496,277.16,11.3504,17.34,667,3360.04,8590,87.70,1,0,0,0,0,0,0,0,0,1,0
1,0.1287,319.52,10.7579,12.28,697,2855.00,6696,47.80,1,1,0,0,0,1,0,0,0,0,0
1,0.0894,95.32,10.8967,13.42,722,2610.04,2541,11.10,2,0,0,0,1,0,0,0,0,0,0
1,0.1148,32.97,10.1346,0.29,712,2610.04,6,0.10,0,0,0,0,0,0,1,0,0,0,0
1,0.1426,343.06,11.5129,8.95,677,4758.00,1459,26.10,1,0,0,0,1,0,0,0,0,0,0
1,0.1114,164.02,10.8435,13.31,772,4410.04,63,0.50,1,0,0,0,1,0,0,0,0,0,0
1,0.1357,163.05,12.4292,0.89,682,2190.00,9299,67.40,2,0,0,0,0,0,0,0,1,0,0
1,0.1322,135.21,9.7981,2.47,702,3000.04,1291,47.80,0,0,0,0,1,0,0,0,0,0,0
1,0.1392,238.96,11.0821,9.47,682,2070.04,400,44.40,0,0,0,0,0,0,0,0,1,0,0
1,0.0705,108.15,9.5750,23.42,792,7980.00,12748,21.00,1,0,0,0,1,0,0,0,0,0,0
1,0.1218,266.40,10.4913,17.27,702,3990.00,7976,47.20,3,0,1,1,0,1,0,0,0,0,0
1,0.0705,92.70,10.8967,13.67,797,9930.04,6015,43.90,1,0,0,0,0,1,0,0,0,0,0
1,0.0894,285.95,11.1124,17.70,737,6970.04,17870,42.80,1,0,0,0,0,0,0,1,0,0,0
1,0.1253,60.24,10.5775,11.90,682,5190.04,2496,56.70,3,0,1,0,1,0,0,0,0,0,0
1,0.0859,252.89,11.2709,8.09,772,4761.00,358,8.10,0,0,0,0,1,0,0,0,0,0,0
1,0.1253,811.56,11.5229,14.30,737,4500.04,33098,83.80,0,0,0,0,0,1,0,0,0,0,0
1,0.1183,397.61,10.4745,5.69,722,5010.00,14406,67.60,1,0,0,1,0,1,0,0,0,0,0
1,0.0740,198.78,14.1802,0.00,772,5071.00,2926,13.00,0,0,0,0,0,0,0,0,1,0,0
1,0.1218,199.80,10.8501,4.68,722,2040.04,4342,46.20,0,0,0,0,1,0,0,0,0,0,0
1,0.1496,277.16,11.0821,6.65,662,1920.04,7855,74.10,0,0,0,0,1,0,0,0,0,0,0
1,0.1426,171.53,10.5966,1.65,682,1620.04,5536,72.80,0,0,0,0,0,1,0,0,0,0,0
1,0.1148,799.49,12.2061,5.18,777,12690.00,2574,7.50,3,0,0,0,0,1,0,0,0,0,0
1,0.1148,725.31,11.4037,0.56,802,3810.04,2123,4.80,0,0,0,1,1,0,0,0,0,0,0
1,0.1253,251.00,10.9508,11.28,697,2880.00,4700,40.20,2,1,0,0,1,0,0,0,0,0,0
1,0.1739,179.24,11.2516,23.19,687,9631.04,35820,96.80,1,0,0,1,0,0,0,0,0,0,1
1,0.0859,316.11,10.7032,3.42,752,5130.04,6593,31.20,0,0,0,0,0,1,0,0,0,0,0
1,0.1183,828.35,11.4927,15.60,752,5130.04,84110,55.30,0,0,0,0,0,1,0,0,0,0,0
1,0.0705,92.70,10.8590,11.22,777,16652.00,14444,26.60,0,0,0,0,1,0,0,0,0,0,0
1,0.1183,198.81,11.0014,15.91,702,2970.04,18549,43.60,0,0,0,0,0,1,0,0,0,0,0
1,0.1183,662.68,11.3386,14.67,747,6240.04,8156,22.00,2,0,0,0,0,1,0,0,0,0,0
1,0.1218,399.60,11.2118,0.84,712,3450.04,14615,70.90,2,0,0,0,0,1,0,0,0,0,0
1,0.0894,413.03,10.9331,16.76,752,5071.00,18266,48.60,0,0,0,0,0,1,0,0,0,0,0
1,0.1183,198.81,10.0213,4.48,747,3060.04,2458,68.30,1,0,0,0,1,0,0,0,0,0,0
1,0.1253,267.74,11.7199,12.06,697,6510.00,37784,70.10,0,0,0,0,1,0,0,0,0,0,0
1,0.0774,249.75,10.3090,12.52,792,4170.04,4887,14.40,0,0,0,0,0,1,0,0,0,0,0
1,0.0859,158.06,9.9035,6.30,742,9210.04,3406,9.80,1,0,1,0,0,1,0,0,0,0,0
1,0.0859,205.47,10.3090,12.28,742,3853.04,29437,49.60,2,0,0,0,0,1,0,0,0,0,0
1,0.1531,844.28,11.7559,9.71,682,7140.04,31525,75.80,0,0,0,0,0,1,0,0,0,0,0
1,0.1426,411.67,11.3504,15.78,707,4530.04,2335,97.30,3,0,0,1,0,1,0,0,0,0,0
1,0.1114,164.02,10.5558,2.84,712,4200.04,2650,48.20,2,0,1,0,0,0,0,0,1,0,0
1,0.0774,135.03,11.4651,0.96,797,8490.04,2792,5.40,1,0,0,0,1,0,0,0,0,0,0
1,0.1322,270.41,11.0186,17.01,692,4020.00,10320,47.80,0,0,0,0,0,0,0,1,0,0,0
1,0.0894,381.26,10.5506,0.94,797,11130.04,201,0.50,1,0,0,0,0,1,0,0,0,0,0
1,0.0859,316.11,11.5425,15.22,752,4830.04,7015,24.50,1,0,0,0,0,1,0,0,0,0,0
1,0.1253,334.67,11.3386,20.86,702,5640.04,52537,48.90,1,0,0,0,1,0,0,0,0,0,0
